Timeline,Start_time,Duration,Athlete,Trick_number,Amplitude,Side,Run_rating,Feature_list,Combo_list,Competition_run,Speed_rating,Score,Trick_speed_rating,Start,Trick_rating_list,Trick_list
3. Men’s Park Semi Final 2019 Dew Tour,456.0749889,4.876444444,Francisco Trick,1,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Semi Final, Run 1",,,Flow,"Drop In, Deep End",Clean,"Alley Oop, Method"
3. Men’s Park Semi Final 2019 Dew Tour,459.9514333,3.958088889,Francisco Trick,2,3ft,BS,,Flat Wall,,,,,Aggressive,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,462.9095222,3.641021261,Francisco Trick,3,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Lip Slide
3. Men’s Park Semi Final 2019 Dew Tour,465.5505435,4.732167628,Francisco Trick,4,3ft,Revert,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Clean,"Ollie, Tailslide"
3. Men’s Park Semi Final 2019 Dew Tour,469.2827111,4.166811111,Francisco Trick,5,6ft+,FS,,Deep End,,,,,Aggressive,,Benchmark,"Alley Oop, 50-50"
3. Men’s Park Semi Final 2019 Dew Tour,472.4495222,4.390477778,Francisco Trick,6,2ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Kickflip, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,475.84,4.751066667,Francisco Trick,7,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,479.5910667,3.448933333,Francisco Trick,8,5ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,540 Melon
3. Men’s Park Semi Final 2019 Dew Tour,482.04,6.278744444,Francisco Trick,9,2ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Boneless
3. Men’s Park Semi Final 2019 Dew Tour,487.3187444,6.115944444,Francisco Trick,10,6ft+,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,492.4346889,6.116466667,Francisco Trick,11,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Heelflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,497.5511556,3.363266667,Francisco Trick,12,1ft,FS,,Deep Bowl Wall,,,,,Technical,,Clean,Blunt
3. Men’s Park Semi Final 2019 Dew Tour,499.9144222,3.285344444,Francisco Trick,13,2ft,BS,,Hip,,,,,Flow,,Clean,Ollie
3. Men’s Park Semi Final 2019 Dew Tour,502.1997667,3.480233333,Francisco Trick,14,3ft,FS,,Flat Bank,,,,,Flow,,Benchmark,Boneless
3. Men’s Park Semi Final 2019 Dew Tour,504.68,1,Francisco Trick,15,,,Clean,,,,Aggressive,74,,,,
3. Men’s Park Semi Final 2019 Dew Tour,1222.8,5.429588889,Francisco Trick,16,4ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Semi Final, Run 2",,,Aggressive,"Drop In, Deep End",Clean,"Alley Oop, Method"
3. Men’s Park Semi Final 2019 Dew Tour,1227.229589,3.764911111,Francisco Trick,17,3ft,BS,,Flat Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,1229.9945,3.831433333,Francisco Trick,18,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Lip Slide
3. Men’s Park Semi Final 2019 Dew Tour,1232.825933,4.2414,Francisco Trick,19,,Revert,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Tailslide"
3. Men’s Park Semi Final 2019 Dew Tour,1236.067333,4.845555556,Francisco Trick,20,6ft+,FS,,Deep End,,,,,Aggressive,,Clean,"Fakie, 50-50"
3. Men’s Park Semi Final 2019 Dew Tour,1239.912889,4.250122222,Francisco Trick,21,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Kickflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1243.163011,4.908855556,Francisco Trick,22,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,1247.071867,3.3255,Francisco Trick,23,4ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Clean,540 Melon
3. Men’s Park Semi Final 2019 Dew Tour,1249.397367,6.482877778,Francisco Trick,24,2ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Clean,Boneless
3. Men’s Park Semi Final 2019 Dew Tour,1254.880244,5.879755556,Francisco Trick,25,5ft,FS,,Mellow  Quarter,,,,,Aggressive,,Clean,"Frontside Air, One Foot"
3. Men’s Park Semi Final 2019 Dew Tour,1259.76,6.56,Francisco Trick,26,3ft,BS,,Deep Bowl Wall,,,,,Flow,,Sketchy,"Heelflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1265.32,1,Francisco Trick,27,,,Bail,,,,Aggressive,69.33,,,,
3. Men’s Park Semi Final 2019 Dew Tour,1784.881956,5.838044444,Francisco Trick,28,5ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Semi Final, Run 3",,,Aggressive,"Drop In, Deep End",Benchmark,"Alley Oop, Method"
3. Men’s Park Semi Final 2019 Dew Tour,1789.72,4.1969,Francisco Trick,29,4ft,BS,,Flat Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,1792.9169,3.835488889,Francisco Trick,30,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Lip Slide
3. Men’s Park Semi Final 2019 Dew Tour,1795.752389,4.001657421,Francisco Trick,31,,Revert,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Lip Slide, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1798.754046,4.783898134,Francisco Trick,32,6ft+,FS,,Deep End,,,,,Aggressive,,Benchmark,"Fakie, 50-50"
3. Men’s Park Semi Final 2019 Dew Tour,1802.537944,4.062055556,Francisco Trick,33,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Kickflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1805.6,4.7414,Francisco Trick,34,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Smith
3. Men’s Park Semi Final 2019 Dew Tour,1809.3414,3.4531,Francisco Trick,35,5ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,540 Melon
3. Men’s Park Semi Final 2019 Dew Tour,1811.7945,6.434344444,Francisco Trick,36,2ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Boneless
3. Men’s Park Semi Final 2019 Dew Tour,1817.228844,6.077522222,Francisco Trick,37,6ft+,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,1822.306367,5.933633333,Francisco Trick,38,4ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Heelflip, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1827.24,3.682822222,Francisco Trick,39,1ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Blunt
3. Men’s Park Semi Final 2019 Dew Tour,1829.922822,3.197177778,Francisco Trick,40,2ft,BS,Bail,"Hip Transfer, Mellow  Quarter",Feature Combo,,Aggressive,69.33,Flow,,Sketchy,"Indy, 360"
3. Men’s Park Semi Final 2019 Dew Tour,590.0713556,6.879555556,Hatchell Trick,1,2ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,"Semi Final, Run 1",,,Flow,"Drop In, Deep End",Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,595.9509111,7.111177778,Hatchell Trick,2,4ft,BS,,"Mellow  Quarter, High to Low Transfer",Feature Combo,,,,Flow,,Clean,50-50
3. Men’s Park Semi Final 2019 Dew Tour,602.0620889,3.852277778,Hatchell Trick,3,2ft,BS,,Deep End,,,,,Flow,,Clean,Bodyjar
3. Men’s Park Semi Final 2019 Dew Tour,604.9143667,4.123533333,Hatchell Trick,4,3ft,Revert,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Technical,,Benchmark,"Ollie, Nose Grind"
3. Men’s Park Semi Final 2019 Dew Tour,608.0379,3.5621,Hatchell Trick,5,2ft,Switch,,Flat Wall,,,,,Technical,,Benchmark,Feeble
3. Men’s Park Semi Final 2019 Dew Tour,610.6,3.568366667,Hatchell Trick,6,3ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,613.1683667,6.0617,Hatchell Trick,7,2ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,"Frontside Air, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,618.2300667,6.954355556,Hatchell Trick,8,1ft,FS,Bail,Big Tranny / Extention,,,Technical,42,Technical,,Sketchy,"Fakie, Blunt"
3. Men’s Park Semi Final 2019 Dew Tour,1337.433944,7.362922222,Hatchell Trick,9,2ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,"Semi Final, Run 2",,,Flow,"Drop In, Deep End",Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,1343.796867,3.668766667,Hatchell Trick,10,6ft+,FS,,"Hip Transfer, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Clean,"Ollie, Smith, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1346.465633,6.033822222,Hatchell Trick,11,4ft,BS,,"Mellow  Quarter, High to Low Transfer",Feature Combo,,,,Flow,,Clean,50-50
3. Men’s Park Semi Final 2019 Dew Tour,1351.499456,3.808388889,Hatchell Trick,12,2ft,BS,,Deep End,,,,,Flow,,Clean,Bodyjar
3. Men’s Park Semi Final 2019 Dew Tour,1354.307844,3.972155556,Hatchell Trick,13,5ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Technical,,Benchmark,"Ollie, Nose Grind, Combo, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,1357.28,2.96,Hatchell Trick,14,2ft,Switch,,Flat Wall,,,,,Aggressive,,Benchmark,"Feeble, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,1359.24,4.28,Hatchell Trick,15,3ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,1362.52,6.186744444,Hatchell Trick,16,3ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,"Frontside Air, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,1367.706744,6.4153,Hatchell Trick,17,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Clean,"180 Halfcab, Blunt"
3. Men’s Park Semi Final 2019 Dew Tour,1373.122044,6.721455556,Hatchell Trick,18,5ft,FS,,"Mellow  Quarter, High to Low Transfer",Feature Combo,,,,Aggressive,,Sketchy,"5-0 Stand Up, Indy, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1378.8435,3.153111111,Hatchell Trick,19,2ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,5-0 
3. Men’s Park Semi Final 2019 Dew Tour,1380.996611,8.283388889,Hatchell Trick,20,1ft,BS,,Deep End,,,,,Technical,,Sketchy,"Blunt, Kickflip, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,1388.28,1,Hatchell Trick,21,,,Bail,,,,Technical,64.06,,,,
3. Men’s Park Semi Final 2019 Dew Tour,1913.424622,5.131677778,Hatchell Trick,22,2ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,"Semi Final, Run 3",,,Flow,"Drop In, Deep End",Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,1917.5563,3.607033333,Hatchell Trick,23,6ft+,FS,,"Hip Transfer, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Clean,"Ollie, Smith"
3. Men’s Park Semi Final 2019 Dew Tour,1920.163333,5.882177778,Hatchell Trick,24,4ft,BS,,"Mellow  Quarter, High to Low Transfer",Feature Combo,,,,Flow,,Clean,50-50
3. Men’s Park Semi Final 2019 Dew Tour,1925.045511,3.707288889,Hatchell Trick,25,2ft,BS,,Deep End,,,,,Flow,,Clean,Bodyjar
3. Men’s Park Semi Final 2019 Dew Tour,1927.7528,4.208622222,Hatchell Trick,26,4ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Nose Grind, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,1930.961422,3.678577778,Hatchell Trick,27,2ft,Switch,,Flat Wall,,,,,Technical,,Benchmark,"Fakie, Feeble"
3. Men’s Park Semi Final 2019 Dew Tour,1933.64,3.617244444,Hatchell Trick,28,3ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,1936.257244,5.982755556,Hatchell Trick,29,2ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Indy, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,1941.24,6.352866667,Hatchell Trick,30,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,"180 Halfcab, Nose Blunt, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,1946.592867,6.452011111,Hatchell Trick,31,3ft,FS,,"Mellow  Quarter, High to Low Transfer",Feature Combo,,,,Aggressive,,Clean,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,1952.044878,5.656833333,Hatchell Trick,32,3ft,BS,Bail,"Deep Bowl Wall, Wall Ride",Feature Combo,,Technical,56.33,Aggressive,,Benchmark,"Ollie, Roll Out"
3. Men’s Park Semi Final 2019 Dew Tour,2357.040244,9.594011111,Mateu Trick,1,1ft,FS,,Big Tranny / Extention,,"Semi Final, Run 1",,,Flow,"Drop In, Mellow Quarter",Clean,Frontside Invert
3. Men’s Park Semi Final 2019 Dew Tour,2365.634256,5.878877778,Mateu Trick,2,4ft,FS,,"Mellow  Quarter, High to Low Transfer, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Clean,Lein Air
3. Men’s Park Semi Final 2019 Dew Tour,2370.513133,3.206866667,Mateu Trick,3,4ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,2372.72,3.480322222,Mateu Trick,4,2ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,2375.200322,4.228788889,Mateu Trick,5,5ft,BS,,"Pocket, High to Low Transfer, Hip",Feature Combo,,,,Aggressive,,Benchmark,"Alley Oop, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,2378.429111,3.452277778,Mateu Trick,6,2ft,FS,,Deep End,,,,,Flow,,Clean,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,2380.881389,3.878611111,Mateu Trick,7,2ft,FS,,Pocket,,,,,Flow,,Clean,Crail Tail
3. Men’s Park Semi Final 2019 Dew Tour,2383.76,4.310788889,Mateu Trick,8,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Clean,Blunt
3. Men’s Park Semi Final 2019 Dew Tour,2387.070789,3.710766667,Mateu Trick,9,3ft,BS,,Pocket,,,,,Flow,,Clean,Feeble
3. Men’s Park Semi Final 2019 Dew Tour,2389.781556,10.45844444,Mateu Trick,10,"3ft, 3ft","FS, FS",,"Hip Transfer, Mellow  Quarter, High to Low Transfer, Deep Bowl Wall","Feature Combo, Feature Combo",,,,"Flow, Aggressive",,"Sketchy, Clean","Ollie, Roll Out, Fakie, 180, Boneless"
3. Men’s Park Semi Final 2019 Dew Tour,2399.24,7.84,Mateu Trick,11,3ft,BS,Bail,Deep Bowl Wall,,,Technical,44.33,Aggressive,,Sketchy,"360, Backside Air"
3. Men’s Park Semi Final 2019 Dew Tour,3083.549244,7.798666667,Mateu Trick,12,1ft,FS,,Big Tranny / Extention,,"Semi Final, Run 2",,,Aggressive,"Drop In, Mellow Quarter",Clean,Frontside Invert
3. Men’s Park Semi Final 2019 Dew Tour,3090.347911,6.1359,Mateu Trick,13,5ft,FS,,"Hip Transfer, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Clean,Lein Air
3. Men’s Park Semi Final 2019 Dew Tour,3095.483811,3.315444444,Mateu Trick,14,4ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,3097.799256,3.354477778,Mateu Trick,15,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,3100.153733,4.086266667,Mateu Trick,16,5ft,BS,,"Pocket, High to Low Transfer, Hip",Feature Combo,,,,Aggressive,,Clean,"Alley Oop, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,3103.24,3.362066667,Mateu Trick,17,2ft,FS,,Deep End,,,,,Flow,,Clean,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,3105.602067,4.149189289,Mateu Trick,18,2ft,FS,,Pocket,,,,,Flow,,Clean,Crail Tail
3. Men’s Park Semi Final 2019 Dew Tour,3108.751256,4.252088488,Mateu Trick,19,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Clean,Blunt
3. Men’s Park Semi Final 2019 Dew Tour,3112.003344,3.749722222,Mateu Trick,20,3ft,BS,,Pocket,,,,,Flow,,Clean,Feeble
3. Men’s Park Semi Final 2019 Dew Tour,3114.753067,6.891055556,Mateu Trick,21,2ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Ollie, Roll Out, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,3120.644122,1.454366667,Mateu Trick,22,3ft,BS,,"High to Low Transfer, Mellow  Quarter, Hip",Feature Combo,,,,Technical,,Benchmark,"180 Halfcab, Boneless, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,3121.098489,7.198776736,Mateu Trick,23,2ft,BS,Bail,Deep Bowl Wall,,,,43,Aggressive,,Sketchy,"Indy, 360"
3. Men’s Park Semi Final 2019 Dew Tour,3688.188585,7.305016584,Mateu Trick,24,1ft,FS,,Big Tranny / Extention,,"Semi Final, Run 3",,,Aggressive,"Drop In, Mellow Quarter",Benchmark,Frontside Invert
3. Men’s Park Semi Final 2019 Dew Tour,3694.493602,6.106398131,Mateu Trick,25,5ft,FS,,"Mellow  Quarter, High to Low Transfer, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Benchmark,Lein Air
3. Men’s Park Semi Final 2019 Dew Tour,3699.6,3.3652,Mateu Trick,26,4ft,FS,,Deep Bowl Wall,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,3701.9652,3.3548,Mateu Trick,27,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,3704.32,4.36,Mateu Trick,28,5ft,BS,,"Pocket, High to Low Transfer, Hip",Feature Combo,,,,Aggressive,,Clean,"Alley Oop, Indy"
3. Men’s Park Semi Final 2019 Dew Tour,3707.68,3.389622222,Mateu Trick,29,2ft,FS,,Deep End,,,,,Flow,,Clean,5-0 Stand Up
3. Men’s Park Semi Final 2019 Dew Tour,3710.069622,3.913655556,Mateu Trick,30,2ft,FS,,Pocket,,,,,Flow,,Clean,Crail Tail
3. Men’s Park Semi Final 2019 Dew Tour,3712.983278,4.376844444,Mateu Trick,31,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Blunt
3. Men’s Park Semi Final 2019 Dew Tour,3716.360122,3.880244444,Mateu Trick,32,2ft,BS,,Pocket,,,,,Flow,,Clean,Feeble
3. Men’s Park Semi Final 2019 Dew Tour,3719.240367,7.087677778,Mateu Trick,33,2ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Technical,,Clean,"Ollie, Roll Out"
3. Men’s Park Semi Final 2019 Dew Tour,3725.328044,3.584644444,Mateu Trick,34,3ft,BS,,"Mellow  Quarter, High to Low Transfer, Hip",Feature Combo,,,,Aggressive,,Benchmark,"Nollie, 180, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,3727.912689,3.415,Mateu Trick,35,1ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,"Fakie, Decker"
3. Men’s Park Semi Final 2019 Dew Tour,3730.327689,3.792311111,Mateu Trick,36,1ft,Revert,,Deep Bowl Wall,,,,,Technical,,Benchmark,"Nollie, 180, Tail Transfer, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,3733.12,3.284877778,Mateu Trick,37,1ft,FS,,Deep Bowl Wall,,,,,Flow,,Sketchy,"Fakie, Smith"
3. Men’s Park Semi Final 2019 Dew Tour,3735.404878,3.428688889,Mateu Trick,38,2ft,BS,Clean,,,,Technical,69.5,Flow,,Clean,"Backside Air, Fakie"
3. Men’s Park Semi Final 2019 Dew Tour,2307.918889,2.478633333,Matheron Trick,1,2ft,BS,,Deep End,,"Semi Final, Run 1",,,Flow,"Roll In, Deep End",Clean,Tailslide
3. Men’s Park Semi Final 2019 Dew Tour,2309.397522,3.919177778,Matheron Trick,2,2ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Ollie, Lip Slide"
3. Men’s Park Semi Final 2019 Dew Tour,2312.3167,3.800611111,Matheron Trick,3,3ft,FS,,Flat Wall,,,,,Flow,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,2315.117311,3.635655556,Matheron Trick,4,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Benchmark,Nose Grab
3. Men’s Park Semi Final 2019 Dew Tour,2317.752967,5.606755556,Matheron Trick,5,2ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,"Finger Flip, Disaster"
3. Men’s Park Semi Final 2019 Dew Tour,2322.359722,3.480277778,Matheron Trick,6,1ft,BS,Bail,Flat Bank,,,Flow,21.66,Slow,,Sketchy,Big Spin
3. Men’s Park Semi Final 2019 Dew Tour,3005.159311,2.782655556,Matheron Trick,7,2ft,BS,,Deep End,,"Semi Final, Run 2",,,Flow,"Roll In, Deep End",Clean,Tailslide
3. Men’s Park Semi Final 2019 Dew Tour,3006.941967,6.855833333,Matheron Trick,8,"2ft, 3ft","BS, FS",,"Hip Transfer, Mellow  Quarter, Flat Wall",Feature Combo,,,,"Flow, Flow",,"Clean, Clean","Ollie, Lip Slide, Smith"
3. Men’s Park Semi Final 2019 Dew Tour,3012.7978,3.4422,Matheron Trick,9,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Benchmark,Backside Air
3. Men’s Park Semi Final 2019 Dew Tour,3015.24,5.963855556,Matheron Trick,10,2ft,FS,,Mellow  Quarter,,,,,Flow,,Benchmark,"Finger Flip, Disaster"
3. Men’s Park Semi Final 2019 Dew Tour,3020.203856,3.260388889,Matheron Trick,11,1ft,BS,,Flat Bank,,,,,Flow,,Clean,Ollie
3. Men’s Park Semi Final 2019 Dew Tour,3022.464244,3.370544444,Matheron Trick,12,3ft,FS,,Hip,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,3024.834789,3.243707597,Matheron Trick,13,1ft,FS,,Deep End,,,,,Flow,,Clean,5-0 
3. Men’s Park Semi Final 2019 Dew Tour,3027.078496,5.719092403,Matheron Trick,14,4ft,FS,,Mellow  Quarter,,,,,Flow,,Benchmark,Nose Grind
3. Men’s Park Semi Final 2019 Dew Tour,3031.797589,3.442411111,Matheron Trick,15,3ft,FS,,Flat Wall,,,,,Flow,,Clean,Lein Tail
3. Men’s Park Semi Final 2019 Dew Tour,3034.24,4.302644444,Matheron Trick,16,1ft,BS,Bail,Deep Bowl Wall,,,Flow,33,Aggressive,,Sketchy,Sugarcane
3. Men’s Park Semi Final 2019 Dew Tour,3563.166644,4.948264809,Matheron Trick,17,2ft,BS,,Deep End,,"Semi Final, Run 3",,,Flow,"Roll In, Deep End",Clean,Tailslide
3. Men’s Park Semi Final 2019 Dew Tour,3567.114909,3.649735191,Matheron Trick,18,2ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Ollie, Lip Slide, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,3569.764644,3.907444444,Matheron Trick,19,3ft,FS,,Flat Wall,,,,,Flow,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,3572.672089,3.468022222,Matheron Trick,20,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Benchmark,Nose Grab
3. Men’s Park Semi Final 2019 Dew Tour,3575.140111,6.019888889,Matheron Trick,21,2ft,FS,,Mellow  Quarter,,,,,Flow,,Benchmark,"Finger Flip, Disaster"
3. Men’s Park Semi Final 2019 Dew Tour,3580.16,5.489277778,Matheron Trick,22,3ft,FS,,Hip,,,,,Flow,,Clean,Frontside Air
3. Men’s Park Semi Final 2019 Dew Tour,3584.649278,3.384466667,Matheron Trick,23,2ft,FS,,Deep End,,,,,Flow,,Clean,50-50
3. Men’s Park Semi Final 2019 Dew Tour,3587.033744,5.486255556,Matheron Trick,24,4ft,BS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Nose Grind
3. Men’s Park Semi Final 2019 Dew Tour,3591.52,3.76,Matheron Trick,25,3ft,FS,,Flat Wall,,,,,Flow,,Clean,Crail Slide
3. Men’s Park Semi Final 2019 Dew Tour,3594.28,3.48,Matheron Trick,26,2ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Sugarcane
3. Men’s Park Semi Final 2019 Dew Tour,3596.76,5.8,Matheron Trick,27,1ft,BS,,Mellow  Quarter,,,,,Technical,,Benchmark,"Pivot, 270, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,3601.56,3.988811111,Matheron Trick,28,2ft,BS,,Flat Wall,,,,,Flow,,Clean,"Fakie, Rockslide"
3. Men’s Park Semi Final 2019 Dew Tour,3604.548811,3.643222222,Matheron Trick,29,3ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,50-50
3. Men’s Park Semi Final 2019 Dew Tour,3607.192033,4.647966667,Matheron Trick,30,2ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Indy, 360"
3. Men’s Park Semi Final 2019 Dew Tour,3610.84,1.505677778,Matheron Trick,31,,,Clean,,,,Technical,55.33,,,,
3. Men’s Park Semi Final 2019 Dew Tour,354.7086667,5.691333333,Pace Trick,1,3ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,"Semi Final, Run 1",,,Aggressive,"Drop In, Deep End",Clean,"Alley Oop, Frontside Air"
3. Men’s Park Semi Final 2019 Dew Tour,359.4,4.551288889,Pace Trick,2,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Smith
3. Men’s Park Semi Final 2019 Dew Tour,362.9512889,3.205722222,Pace Trick,3,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Clean,Indy
3. Men’s Park Semi Final 2019 Dew Tour,365.1570111,3.633266667,Pace Trick,4,5ft,FS,,"Hip Transfer, Pocket",Feature Combo,,,,Aggressive,,Clean,"Ollie, 5-0 Stand Up, Combo"
3. Men’s Park Semi Final 2019 Dew Tour,367.7902778,3.891566667,Pace Trick,5,1ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Eggplant
3. Men’s Park Semi Final 2019 Dew Tour,370.6818444,3.803066667,Pace Trick,6,5ft,BS,,Pocket,,,,,Flow,,Clean,Feeble
